text,sentiment
ha total go for it you re a journal major so it s a perfect fit,positive
welcom let me suggest to you and you ll love em in other news my alga fish die today,neutral
hahaha probabl not sorri we ve got some thing to do around the hous and then we have to go to jare s parent hous,positive
minut till this is not my best day i m late for class again,negative
that is aw could not believ it at first so sad,negative
i m sorri this is all so sad,negative
locat order a new cooker today feel i ve got a real bargain from http ã â â½ cheaper than the place i almost use,positive
i m still here i just chang my avatar,neutral
what happen,neutral
sandwichesss then work,neutral
i miss you too we ll have to get togeth onc everyth settl down in a few week congrat on the hous,positive
talk with mom al sang a song for me again am off to sleep now,neutral
http twitpic com w ja felicia is freakin cute,positive
awww the wee gril in britain got talent,positive
i don t know how to use this,neutral
i wish the sun would shine but it won t,negative
come on all you love fan number in the local pop chart let launch an assault on the number slot,positive
true i think it import be sensit it when we relat other empathi a remind we cant judg a book by a cover,positive
i found it i ad it but it s still block,neutral
you re in miami right i don t see a hand deliveri in your near futur unfortun,negative
need a camera blower my camera censor is dirteeh,negative
went to mikey s cousin s wed his mom caught the bouquet,neutral
excel good to see,positive
first trip home sinc diwali but befor that a coupl of day in saddi dilli,neutral
i don t think ani of what i just said it true i just had a rant about mcfli i cant beliv i did that i feel asham,negative
haha you are just as bad as i am well perhap a littl less retard i am attempt to knit myself glove this winter,neutral
today was the best eff yeah i,positive
fruiti pebbl what over lucki charm,neutral
nice luke quot goodluck on the test u have been dread,positive
christa s mother day card deep in the build phase photo http bkite com k e,neutral
i alway thought scuba dive would give me a entir new perspect of the world but too chicken to do it can u help,positive
_janet_ ouch i hate it when favourit item of cloth get ruin,negative
i kno i came in coz the sun kept go behind the cloud but now it has come back sat in my window now on the floor lol,neutral
i know the sun not even up and ive been up for an hr tossa decid to sleep on my side and cold nose me,neutral
i have a facebook but i use myspac and twitter the most i hard check my facebook,negative
what happen,neutral
interest i never get to etown howev,positive
happi birthday mel we miss you in the uk,neutral
holli steel bless her but go dreambear hahahahaha,positive
i wan na see that movi keith with jmccartney in it it look sooo good but none of the video store here carri it,neutral
is seed in region,neutral
steve make fruit smoothi for me each day they are berri delici i made mine today it was berri berri bad,negative
wish everyon a happi mother s day xoxo,positive
final got my money too bad it goe to bill,negative
my feet are cold i hate when my feet get cold,negative
hahaha tea at grandma s was sweat yep,neutral
at the walnut high school prom with becca,neutral
i m sickk tomorrow will be a disast if i don t get better,negative
uuuup today is mother day sh iã â â½ve forgot it my work doesnã â â½t have a end sigh thank you for remind it,neutral
play okami for hour today,neutral
srsli nobodi evr repli s me,negative
is wake up somewhat go canuck,neutral
ahaha i have all of your album each stuff of your music is so beauti that s whi i am so in love with them,positive
it s pm friday he left at am thursday sure he should be there now,neutral
are you have a bad day,neutral
have troubl sync my iphon to my work exchang email help,negative
how i met your mother best show ever,positive
drag me to hell look so freakin scari watch termin it was realli good,positive
and again http twitpic com wp l,neutral
send me that photo man ili favourit,positive
i want to go to peru this summer ahhhhhhh hope yesyesy i miss it over there,neutral
bye selena too bad i didnt get to talk to u while u were here,negative
oooh that s clever i bow to your econom wisdom sensei,positive
_war_mt i m no longer blue,neutral
third drive lesson then back to the offic,neutral
new comment on jowki i wish i had the time to blog more often http cli gs zzre p,positive
go to the doctor now scare as,negative
_forward poor dead josh http bit ly jkphn pleas leav your messag of condol there boy rip that s sad,negative
i am sad that my kid were ungrat today,negative
i start x slimmer at eight this morn it s still go i hate that it alway want s my friggin password,negative
just went a bought the bigest redbul i could find it go to be a long day at the offic,negative
hahahaha it s not horribl if other were sing with i m sure it could work i wish i could afford my own drum set,positive
first time in my live that i got a littl pop up on the taskbar say that one of my file was corrupt and i need to run chkdisk,neutral
hi yes wasn t she absolut terribl how on earth doe she hear a good tune from her ear lol,negative
happi mom s day to you too,positive
gross haha it was like the tiniest piec ever but i can tast it like i ate the whole onion eww,negative
my mom is a nurs practition spent entir life devot to the field the good one deserv to be recogn i ll follow her,positive
dude i hear ya i ll be two week from tomorrow i feel old,negative
holiday are now over not fair,negative
http twitpic com wbn my hubbi and his adoarbl babi brother,positive
conserv water take shower togeth,neutral
who doesn t know who the supervillian are fail i saw you both in januari at the warfield in sf legit show for sure,negative
i wish i had a concept of what time it is right now not adjust well obv,neutral
work i am so readi to go,positive
i know it s sad but back in the auto industri didn t understand that iphon would chang our live,negative
sometim also emoticon sometim,neutral
tri to get a sale in my job,neutral
just chillin at home,positive
went to bed last night with the feel of a migrain come and woke up feel wors,negative
same to you,neutral
i can t go tonight cait,neutral
whi is scare or lmao someon pls tell me,negative
is there go to sausag on it yum yum,positive
i do not want to work tomorrow,negative
lmao man i was so bum when she stop braid,negative
pick up luna from the vet she look like she s been cri i m not kid her lash are wet and she has tear trail my poor bebe,negative
it rain cat and dog here in mysor thank no pig swine,positive
sound good and yeah i turn tomorrow so i ll definit be parti,positive
whi can t i buy the nokia n amazon say can not ship to this address,negative
boo rabbit piss on peopl you know that,neutral
hey hey i got this custom design one of a kind superfresh t over here with somebodi name on it collect dust,neutral
check out cieg cagalawan s s s collect and i am regret that i did not see his collect tonight i got invit,negative
just got up thinkin about how weird it is w out our dog,negative
summer is final here graduat in a week,neutral
aw not again feel better soon bb,neutral
hi i think u should tri ph in vietnam it s realli quit delici,positive
they have a list of state park here in pa that are under consider for close nice one too,negative
hahaha my uncl doe that coz my aunti is a who left her kid,neutral
oh so nooooo your too busi for me dam i see how it is how long we known each other,negative
oh the noon i don t know if i can make that one i onli get min for lunch,negative
week and one day to go,neutral
lol yep sure do although i must get out the hous today,neutral
i adoreeee matt nathanson i am so jealous of you right now,neutral
i wasn t i was with the bf at the time and am now omw to class what is this new kaggra,neutral
bed bed bed do you never answer text anymor i thought of you the other day and sent one but never heard back sad day,negative
thank for follow,positive
sorri to hear that if i didn t alreadi so much plan this weekend i d have consid go too,negative
brian that s follow count them and weep and they all know who is the buzz champion by now,neutral
good morn and happi mother day everyon,positive
time to get readi for wrk ahhhh i dnt wan na goooo,negative
did dive w ocean deep dive m vis no sun no colour dynamit fish has done it s toll on the reef,neutral
just tri to sign up for but appar knoxvill is not a big enough citi will knox ever be on the list,neutral
_neith jame just doesn t take a bad pic coloss loveli wonder if i spelt coloss right,positive
oh no i woke up accident how can we get you to fall asleep should i scare you with p or p stori jk,negative
choir banquet was more than i could ve ever dream i m so happi now after parti at lauren s,positive
late for sick kid at home hope she feel better later tonit,negative
omg i luv u guy thank for keepin me entertain and awak missinmydgbigtym,positive
dull life was on the soundtrack of one of my favourit showss,neutral
on a flight home after an awesom trip with my cousin miss you sophia,neutral
in media still havnet found ipod,neutral
i think i trick out my ankl dure cardio yesterday i m get old,negative
wish i was feel better i ve been hold a potenti cold at bay for a few day now i think it is win ach cough,neutral
it s bloodi quick even my gran could drift it http twitpic com ja,neutral
i thought he was off until next week i think we have anoth week to do his ohmygod pleas tell me with have anoth week,neutral
oh snap just broke my windshield while replac my wiper blade,negative
cav do it again oh yea,neutral
i love you more than you ll ever know,positive
ive been up sinc i hate wen i cant sleep gari takn a nap and i mite do the same,neutral
i would total take you to prom if i hadnt alreadi gone sorri lol,negative
just reach for her plate to get anoth bit of toast and realis id eaten it all not a nice feel,negative
jobo s tire of get off work at,negative
be sunburnt is horribl,negative
the renegad last day was today and well he s gone didn t catch him gut closest he came to greenock was kilmacolm,neutral
well i was under the impress most peopl have the urg to buy new sofa to be fair we re not tile we have a man for that,neutral
had a long day at work stood home now sleep to have anoth long day at work tomorrow happi mother day to all mother,positive
drink coffe mmmmm coffe,neutral
start to get sad,negative
it friday well technic anyway but it realli thursday for me dang have to work saturday morn,negative
then i guess that make me dot,neutral
good morn btw a public holiday in uk love it and dinner tonoght with special peopl,positive
i total want some white chocol macadamia cooki from mrs field but the mall is soooo far away bleh i think i ll make my own,negative
work work work final not sick though,positive
i just had a horribl dream,negative
it too sunni for work,negative
time to get off the puter nite all,neutral
was most sick when she went to bed but woke up feel most dead,negative
fb i hate when i tri support my local bookstor they never have what i need,negative
i feel like i m quarantin everywher i go pinkey go away alreadi,negative
i hope you knew it due tuesday,positive
dude what is your sn nowaday becaus i think i lost your,neutral
is over it http plurk com p rp np,neutral
oist the st tym di pa ko the nd tym may sakit na siya don t blame me,negative
ooh_bel whatchu goin as monsterpalooza s this weekend for us on the no ink i won t be a stress contest this year miss u x,neutral
citi dippin iz u fun so much eye candi out here i rememb y i miss lol,positive
girl i m so down but ya got ta let me know so i can get my kit togeth i got a flyer ani next weekend i m down,negative
i m alway hungri all the time but now i don t even feel like eat this is not normal and my throat s sore i m sick,negative
amason seem to think hamburg a go gos don t get it till octob well now,neutral
did not feel like get up,negative
im quit upset do i realli look under they must have thought i was or someth whatt that unfair,negative
ok send me messag ask to set my blog live won t work link to my develop websit take a tip from and be patient,neutral
haha the pic wrong haha now the one is then correct,neutral
nooo poor cat he just want a cuddl or food it hard to tell,negative
hahaha tv isn t realli my thing anyway i more of a music girl,positive
happi birthday to,positive
stuck in stupid jeuno with flag up wish i was in windi fish,negative
_henri haha i wish i coudl meet you you should stop by seattl some time home of the starbuk i love you david,positive
good morn to everyon,positive
i kno i m behind the time on this one but i just learn that troy t bag dixon die back on dec th rip troy,neutral
at the drive in with daa crewww,neutral
ok my friend is about to dye my hair black scari i know ill tri to post some pic tonight if not tomorrow for ur verdict,negative
day to my birthday,neutral
nope not done yet,neutral
hi we get to tri out new resto so yea it fuunn let s have dinner when you get back,positive
there s like no one i actual know on this shizz am dum diggin it,negative
annoy and overwhelm,negative
good morn world,positive
tgif but it so raini and blah outsid i need sun tri to figur out what to do tonight i want to go to prov to the hookah bar,neutral
_earedpag yay i can t wait to come in the bookstor and get some new book,positive
_ladi haha i ve got my camera and lens readi,neutral
and mike for bring it to me even tho it was realli late and he has to get up at am in the morn,neutral
ohhhhh with ya,neutral
just had an awesom girl scout day at dodger stadium with two awesom olymp athlet joanna hay and heather bown and we won,positive
enjoy the happi of this special day anoth day that i can make the best one of my life,positive
im not at litl oven tonight,neutral
michell is on here don t u miss her be on fox i like your interview with her,positive
probabl becaus it s get chilli here,negative
i m suppos to be ms twitterolog,neutral
have internet access on board mean i can see what bad weather we are fli into http bit ly h tw,neutral
get readi to to to school,neutral
happi mother s day to all the american mama,positive
it suck when my playmat is mia all weekend sad,negative
ty just a long tire day fill with expens plumber and work need calgon hope you have an awesom weekend,positive
jona was absolut heartwarm now time for bed goodnight,positive
thank you i like joe s cloth be rip off and then kevin scream who are you xd,positive
_ri_ja good morn it s nice to see you,positive
_ey i wish i knew the curs of tumblr,positive
think that the limit of letter is realli not fair would be better,negative
lol thank penni i m tri to believ you,positive
p s sorri about ur uncl,negative
be slam with spam follow today is it just me or is that all i can attract get a life peopl,negative
to all mother in the world happi mother day,positive
_morgan_ which there r that i love and want to share i just wish i d made them,positive
ok mayb not angri just with veri littl sens,neutral
excit to see up for logan s birthday in week sad he wont have a parti bc he doesn t know ani kid tho,neutral
_whitex gratz on your tix sux u will be poor tho i am tri to get pj harvey tix too but debat my s too,negative
_rothlisberg that s awesom bookmark,positive
excel he will never know lmao,positive
and ad it to his collect i was too much of a punk to ask for it back,negative
i want to chat with you in im some day,positive
one day my hug will come finger still cross,positive
but i went out and bought some nail polish ellen,neutral
follow me,neutral
the trip to stockholm got cancel to make it up i m plan to do some shop tomorrow noth make a girl as happi like shop,neutral
on way home tonight i saw a newspap headlin susan boyl quit sure not true,neutral
someth get your attent get sexifi my love play http twitpic com i what it work last time no bribe,neutral
_dayn omg yr like a goddess to me prove yr love love will lead u back are of my fav old skool track x,positive
i love chocol must be pms,positive
heh aye i should have investig proper first befor ask doe seem like it s not the most obvious thing though,negative
wait for jona to come on,neutral
the straighten s anoth pound though seem pricey,negative
god i hate scari movi they are not at all i m such a wimpi,negative
no not profession at all,negative
well you can print cy_k not cymk,neutral
everyth count what are you drink,neutral
the ultim shirt fold tool http i saw use this in one of big bang theori s episod,positive
lol i was go to do some homework but kind of got distract again goodnight,positive
she must be a were wookie then,neutral
son of a arggghhhhhhhhhhh so over it,negative
darlin miss you,negative
ty for feed our nk addict ermm i mean our uhh nope yup addict cover it,positive
i cant wait to be home and snuggl with my puppi and my fianc,positive
is it sad that i m a littl sad it was the last day of school i am so readi to be done with it but say goodby is hard,negative
i m so bung up i hate cold,positive
decaf i can do some tea late but never coffe id fli around the room justin timberlak host funni sketch w samberg,positive
i wan na be out in the sunshineeeeee,neutral
myweak too love i alway let negat peopl into my life,neutral
make a twitter account,neutral
uh what doe that mean,neutral
btw happi star war day may the fourth be with you roflmao yes i know i m a total dork,positive
your mail server just reject a simpl plain repli to you as potenti spam virus threat not good,negative
i ve burnt my collerbon and arm and face aww,positive
type too fast for her own good and has been crave pizza for wks gah i hate not have a job i want pizza lmaoz whi me,neutral
no go rove go the mcmanus adam is cool tho,neutral
yeah but i m jus glad the thunder stop,positive
is do bore account stuff,negative
lot of noisi peep outsid,negative
just got the bouquet of flower for my mom heheh sweet,positive
go to get me a new roomi today,neutral
twitter will not upload my icon pictur it hate me eff this i ll upload it later,negative
happi mother s day i love you mama,positive
i wish i was go to internet week,positive
first puppi gone new home,neutral
i m still wait to find out what caca stand for hope it s not what i think it is sinc you follow me for caca,neutral
doe anyon out there want to be realli awesom and buy me one of these for my birthday http poprl com vn,neutral
i have to work tonight but i get my paycheck,neutral
oh i believ you sooo think she belong elsewher i say i dont think so,positive
goodnight,positive
find out a song you had no idea was a cover is actual inde that and then think that that is awesom make my day,positive
go to jack s tribut match today,neutral
yessssssir,neutral
u think i could call u tnite,neutral
good morn one m ore day yay twittertakeov,positive
caus these stupid peopl dont have my phone and my tummi hert,negative
go to second morn of the day just sleep for hour,neutral
i wish you were play at my prom,positive
awesom i saw it thursday night it is so great perfect cast,positive
veri earli and i am actual just go back for a littl more rest talk with you a littl later,neutral
if onli that was realli my job titl,neutral
harley quinn cstm heheheh not go to the prom buaa,neutral
walk back wk it a beauti day had njoy it b it rain,positive
monday blue not today not for me,neutral
luv it so true,positive
hi there i m sorri for not tell you let s meet up with _meirizka too you promis to treat us xd,neutral
welcomee backkkkk,neutral
work time,neutral
think more day is the onli thing that get me through work ahhh i dont want to go,negative
pretti sure my laptop just die hp dv wireless problem constant ton of heat won t start at all now fri circuit,negative
say goodmorn http plurk com p x bm,neutral
http twitpic com yj if i say mysteri scienc theatr doe that mean anyth to you,neutral
how do you like them appl is from the movi rio bravo good will hunt make a lot more sens now,neutral
i decid you should help me make my first solo album,positive
tire and all i want to do is play random song on my gitwar but i have to do my drama essay,negative
in account class then detent after,neutral
if they record it and sent it to peopl they obvious meant for it to get out there but if they didn t i feel bad,negative
not got virgin yet not sure i can tbh thank anyway,positive
it baffl me how much radio shack isn t the same radio shack i grew up with,negative
i m pass updat haha tweet tweet tweet,neutral
i know right i have such a lead foot,positive
happi mother day take ur mother into a special place,positive
the curious case of benjamin button i m so excit about this movi,positive
i can t have ani,neutral
wake up again this time with a hot cup of coffe,neutral
hug,positive
i forgot to put my work cloth in the dryer also i love my new slipper,positive
happi mother day i hope tom got you someth special enjoy day xo,positive
thank hon migrain went away then came back,positive
tri have your best write five year behind you heh it happen,positive
it was an adventur to say the least i ve been to nicer part of norf london but will stick with the south for today,neutral
bro martin i need you to repent pam said we were go to get to meet you last wknd,negative
i hate be remind how weak my eye are i overdid read today they re sore as go to rest sigh,negative
my husband is loos his gover job due to downsiz he is look for a new job but can t find one in our small town,negative
hellooo how are you gosh i miss see you around thought of you last night when i had some amarula,negative
i ad it are you still awak,neutral
happi mother day to heidi klum,positive
caught in a herd of somalion,neutral
that s more like it rd fb,neutral
whi me i am about to read anoth ecolog book for two hour it all good fun today,positive
the nd can t get here fast enough,negative
not realli but it work so yea kinda,neutral
i sunburnt through factor,negative
i did the same thing in nola,neutral
i canã â â½t choos one i love all the song on lv tt bt if u like read more http is gd jkvf,positive
practic my whole bodi burn i can t bend over or make ani sudden movement with my arm,negative
i ve alway said to pd that i want a kitchen like your i just wouldn t know what to do with it,neutral
i want to panic,neutral
there is no sun here in florida it s all raini and cloudi,neutral
no happi hour for me today,positive
wow panic at the disco en abbey road,neutral
http twitpic com vvou ok i love it melika come on do your make up like this next time we go out,positive
is curs ab s wardrob handl one drew blood,negative
careless,negative
just listen to domin by pantera on grooveshark http tinysong com pz,neutral
have a huge headach don t have asprin here at work,negative
can t i just be a stay at home mom alreadi,neutral
im so jealous i want to go to ny,negative
checkin twitter out,neutral
myweawk chocol i can t say no,negative
hang out with dan and brian in my room for my last night,neutral
so my friend are come to see you on nyc but im on stupid vaca in the stupid cayman island so i cnt go iloveyou,neutral
flo can spell antidisestablishmentarian off the top of her head wait i just did,neutral
omg that did not sound right u better b grin thx,neutral
apar it s starwarsday so enjoy don t quit know what your kent to do but be happi anywho,neutral
just woke up no school today we are free,positive
not good enough,negative
i m bore hope your wlan will go today,negative
go downstair for more coffe and socialis wow onli give me time for french later,positive
step be a photoshop expert http plurk com p ros,neutral
awww i mish u too ladi what been good,positive
i also conced to my first twitter grammar fail,negative
_tennant yes watch season all even wish i could get bbc,positive
a week away from huh so what do you wan na sip on i got cha shhh we won t tell love you,positive
mayb go to the movi later ik,neutral
park garag concret pole the new odessey,neutral
is not run in the annapoli half marathon this weekend becaus i fail to meet the register deadlin it complet fill,negative
perfect way to end a total bore day sleep goodnight,neutral
i hope today just flow through and lot of nice thing happen at work so you come home happi,positive
i m not part of that generat unfortun this is realli good though,neutral
left off the again in the titl whoop,positive
have fun without me pasti,positive
c is nice but i wouldn t call it fun,neutral
is feel realli bad about goofin on not know she realli wasn t at the meet dang i m sorri me my big ol mouth,negative
sure as long as you said where they re from glad you like them,positive
_meir ohhhh ouch dude i got it now i was drunk last night and didn t get the context sorri dude,negative
anoth friday night cancel probabl movi with just ashley,neutral
i m gon na miss all the live comet action tomorrow i have to go take care of my cousin and they don t have access to the interwebz,positive
woo twitter kind of suck without you,negative
wtf my tweet aren t post super excit about the weekend jfg,negative
facebook com isint let me chang my profil pictur,negative
i would have to agre on the bacon cupcak would rather drive the shop instead of the offic,neutral
i think it was more the tiger crumbl so not surpris at all realli lol,neutral
etsi handmad card weren t ani good,neutral
yep or it should b automat that if u fall someon that person doe or smthng like that but the way it is suck,negative
horseback ride,neutral
play pacman on itouch lol,neutral
reaaaallli bore,negative
just think that it will all pay off in the end,neutral
my convo start in hour and i am sit km away write gis queri,neutral
i am waaayyyi hungri oh fyi my work email is down again blah,negative
i m realli mad at the world today today is just a sucki day,negative
almost got in a giant car accid on the,negative
aww that sux _x eeek for airlin charg,negative
get axkit run on ubuntu is make my head explod,negative
_sm do you know whi we have two categori on our websit i m tri to remov one but i can t,neutral
i ve been up late this week watch jay leno tonight is his last show but now he ll move up to pm not sure if the materi will bsame,neutral
count the minut until i can go home,negative
love your latest journal i final join twitter so came to say hi,positive
lol nice i love that concert aha u gon na post these pic,positive
then ya up with me my friend i type too much,neutral
ok bye alex have fun today,positive
my hd is full need to cleanup a lot,neutral
i did not twitt yesterday caus it was a veri busi day but i ll be back tomorrow btw i can not sleep i m like in zombi mode,negative
i m so glad,positive
lol consid the recent debat on dl i m not touch the bad boy thing i like the logic one,neutral
at thee mall,neutral
can you pleas have a short stakc competit,neutral
boredddddddd work tomorrow and sunday i hate clark,negative
good raini morn all,positive
thank those who have click p well i think i did someth wrong it s still at visitor mayb i need to reinstal everyth,neutral
soon i hope realli need to finish the clone project so i can get more done,positive
most of da time on gtalk pls make my follow count,neutral
i wan na come how come u didn t invit me,neutral
hardwar store guy told me the screw would be imposs to remov sinc the head is complet gone will get a nd opinion,neutral
baltimor beat the yanke,neutral
it s gloomi outsid,negative
not so good i think that s my fault though didn t use buttermilk recip was on back of the flour,negative
and i want to let you know im here for vfc no matter what happen and yes i need a hug to bad i live in delawar,negative
my bracelet broke today too,negative
i have the biggest headach right now i wash my hair wif mum s shampoo and now it s gross i like my shampoo way better,neutral
i have a weird subconsci i wonder who will i dream next,negative
it is veri cheeki one but nice too,neutral
i miss you guy this morn i m in tacoma w no kgw to start my day,negative
less than day til warp tour,neutral
lol cnt it too slow,negative
fals alarm on the hous,neutral
i m sorri you re feel bad hope you get better soon you know if the plagu doesn t getcha,negative
nobodi is up this earli,neutral
no sun but i can see the ocean now i almost ran over a squirrel drive home from the store was so foggi where r you,negative
some idiot just crash into me on his bike now my bike has a small dent in it and i have to buy a new set of pedal,negative
oh ok didn t know that,neutral
congrat,positive
i will let you know as soon as i figur it out sorri about the mix up i was suppos to get off work an hour ago,negative
knock up is sooo godamn funni never get old you re tupac you re biggi lol,positive
mayb tonight the night to pick it up again,neutral
second wife what,neutral
is still wait,negative
off to see wolverin,neutral
lost my ba enlist class in crs whyyyy hindi naman conflict or whatev ang labo ng crs grabe t t,neutral
i m sorri,negative
wish all mother happi mother s day,positive
what do u do when ur dad lose it mentali and dosent remeb you,neutral
when can i ever do a barr chord,neutral
i m go on an excurs this week so i won t be twit,neutral
you should call school and tell them you have swine flu so we can have the day off,neutral
no we had to go to malibu to find a beach,neutral
quick answer when do i put the bleach in the wash in the start or middl don t laugh me,neutral
ahh when i was there it was close,negative
i find john mayer s tweet mighti entertain for a hearti laugh so thank john,positive
ok it been one hour im still wait im lose my patienc,negative
have a wonder weekend at home good day today it s friday but no otalia today tear lot of love to you,positive
got ta work lone weekend ahead,negative
dahh i do believ it s time for bed g night,neutral
in regard to knowledg i am like the littl robot in the movi short circuit i am alway cri out imput imput,negative
twitter while my hair dri just wash it in macadamia and orang shampoo smell gorgeous,positive
so grate for my amaz famili how bless am i happi mother day everyon,positive
quit my belov job have a long luvli vacat at koh tao turtl island south of thailand sea sand sun wan na join me,positive
need to cheer up,neutral
will do it in a coupl od day when i have more time for now i need to get some sleep night night all peac,neutral
is problem free for now atleast i alreadi said to that person the truth,positive
i dont get one fine i say text is way more meaning than twitter,positive
agre though eclips app hinder collect the heap dump by catch oom had to muck about in jconsol,positive
happi mother s day to all you mother s in twittervill,positive
has a sore throat,negative
_angel i cant i dont have mms but i will waer it nexxt time i see you,neutral
i have a fever,negative
so hot in the offic as air con been broken for week fan on all round offic but they just push hot air around realli and not help,negative
arrr exam is on next week im dead bwahahaha i love you btw,neutral
_khan oh pleas you don t have to do that to me don t bother,positive
feel inspir this even huh,positive
xdxdxd you crazi littl thing whi didnã â â½t you get off the train and hug me,neutral
i m your jason mraz look for an electr guitar yay,positive
hah i saw the wolverin last night now i can die happi well not yet though got a few thing to get done first but was my moy,neutral
cayogi i want to come to bz this summer not so sure anymor a teacher s life in the summer suck,negative
_supernatural_ http twitpic com l i like old rubi best,positive
work on the store s facebook group get readi to relax and play some i m think mercenari tonight me likey explos,neutral
i m lookin for email to this man i have his photo spray paint in wroclaw poland by kosmo http bit ly eovvn,neutral
uuuuugh i hate i miss interview i wasnt at home darn,negative
we need to remodel the hous and the thought of do it make me kind of ill he has one way and i have anouth i just want to move,negative
have fun bbq is good no matter where it is,positive
they do lilash i m guess right oh and what camera are you use that is insan qualiti,positive
sang on xbox lip and drunk beer my weekend rock so far,neutral
the chicken noodl soup i made for lunch to feel better just burn my tongu not a good day,negative
good but it s suppos to storm later,neutral
haha i onli love you too sissi ring power lol,positive
it smell like the beach from my job,neutral
it am and both my girl are still up im so tire,negative
sigh anoth two out fli out for papi,neutral
just came back from my first citi rooftop parti man even when you re next to the new yorker bldg it still get pretti windi up there,positive
happi mother s day to everi mommi out there,negative
yeah it s a realli fascin paper isn credit goe to for the discoveri,positive
ohh boy my babi tooth came out,negative
god bless that oh so sexi rahul pictur,positive
just got in gon na go upto bed in a sec not drunk i m disgust with myself haha,negative
i love them too they look so cute togeth,positive
i feel like my dream just got crush,negative
ok back to the dentist today all i want to do is bask in the sun,positive
has rough clean his room and now is head to pablo to read,neutral
is about to go for a run in this weather,neutral
trend you say well there s tweetcannon http tinyurl com odrza,neutral
hmmm use tinytwitt on a small non touch screen is realli not much fun,negative
nope just come back to ct,neutral
i think i have hayfev not sure due to wear next to noth in horrif weather on wed,negative
it s my fave,positive
_joy it s entir possibl,positive
my heart hurt too,negative
yay let welcom mrs mcnugget to twittervers,positive
is terribl at save money,negative
and i want us to leav at to do a p m show staff retreat mini,neutral
that s the prob i work from home and the bed s call no scream out my name had realli strong coffe instead,neutral
i told you i d be back just won t be updat as much befor my exam look forward to a day or two in your hous,neutral
step on coco s foot earlier while feed the cat no harm done afaik but now she run away from me,neutral
ugh i don t know if u even care about nicol richi but i do and c that i miss her on tv last nite despit the twitter,negative
so sad that school have to close,negative
happi to b home then my mind wander an i can t sleep,positive
morn happi mother s day miz thank you lanc,positive
here are some that other tweepl recommend to me http tr im gwoy http tr im gwpx,neutral
http twitpic com jb lol pretti long,positive
never mind it s close sorri miley,negative
whi so expens,negative
hey it was a gorgeous day and night here too play in the sun then a full moon lit my way home life is good,positive
had the best night i ve had in a while,positive
that poor goos,negative
i saw the pic you sure don t look like amisha patel nor like a mum of one,neutral
you never write back babe my feel are hurt,negative
politician and celeb have lottsa fun it s just that for some of them fun is actual sin,neutral
ap is associ press http there are mani other global news agenc like it,neutral
i did,neutral
i m up way to earli today work later,neutral
my husband think my twitter make me a creeper whatev,negative
hi john thank for share that quot it s soo true,positive
dammit i had the pass but i am still at work,negative
omg i m on a one year work permit go home end of june i m realli gna miss it canada,negative
has been told shes not allow in the sun tomorow either that or wear sun cream,neutral
it begin to get way too hard to pleas all of my friend at onc,negative
have beauti dream all i m off to snuggl down with my beauti babi as they are done with the outdoor,positive
muhaha martha have fun see uu next mnth,positive
glad to hear that do you have a busi day today,positive
may the th be with you hahahaha that ll neverrr get old,positive
woo hulu desktop my poor mac is kinda struggl with it though poor littl core duo just can t keep up,negative
miss my man two month is so long to not see him,negative
he was my reason for even go too haha shaun of the dead was too epic haha,positive
is turn it right about now,neutral
peopl are not twit veri much today,neutral
yes it has put a damper on us get to know georgetown instead he is watch tv and i am catch up on invoic,neutral
oooooo no i have not glad to hear it was incred though i still have it bookmark to tri sometim,positive
nick is so cute in the tiger costum ahaha it made my day,positive
yay u get to see ddub again those men alway keep me happi motiv,positive
happi birthday,positive
it s am stop tweet my brain s not function i wan na cri haha philippin tour pleas love ya,negative
princess_i have to pack up my hous today butineedhelp,neutral
i m watch it at the moment sigh and straighten my hair which take hour as my hair is so cur,negative
busi exam tomorrow,neutral
it is go to be a beauti day,positive
congratul check that one off your to do list,positive
there are other drs in the offic and onli mine doe this it drive me nut especi when it is an appt for my kid,negative
hugh masekela pix onlin contern t pix review http clada lu come up next natur concert this even,neutral
no sucki,neutral
head to eat with my hubbi n my mommi so readi to have some drink,neutral
but i realllllllli want to llike im realli start to hate pa btw i just messag the great one known as dylan,negative
charact design complet in about a week we ll give anoth sneak peak stay post,neutral
to mast ladki patata hai chal jisk sath bhi jay khush rehna will miss u my love twpp,negative
_am well what can i say you do look hot in your pic that s got ta work for most of us,positive
lol fine by me long as it not the scari dude it all good,neutral
we were all set to get a room last saturday i can t apologis enough for miss out decci,negative
allianz interview went well got a reject from mod though go to be a long weekend as i hear from allianz on monday,positive
morn all will be at warner soon lot to do then go to school for some work hope everyon has a great day,positive
he say thank you,positive
what is i o psi i m take psi start this monday not look forward to go back to school but,negative
it s rain,neutral
your miss you,negative
yeahh i am veri happi with my pendant and hope to see you in futur fair ps good mini muffin,positive
you don t think they will catch them god yeah can you imagin how they re feel,neutral
whi you stop follow me was i not cool enough for you,negative
i love overnight and they ve work with me on print ship issu sorri it didn t work out for you,neutral
aw how to lose a guy in ten day,neutral
haha hell i know ay son he s just make troubl we could take him,negative
i wish i had friend i could spend the night with,negative
aww thank babe you and your have plan for tomorrow,positive
good morn everbodi,positive
i am sorri i don t like girl that way,negative
love new shoe thank wine lo,positive
play logic gate game with charl on http tinyurl com jwjmi charl took less than mn to make a light bulb flicker,neutral
home from wango tango i had fun realli tire now wrap mom present and pass out,positive
